Genome	GBK	Type	Cluster_number	Contig_edge	Length	CDS_number	GBK_Path
BGC0000432	BGC0000432.1.region001.gbk	NRPS-like	1	True	34051	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000432/BGC0000432.1.region001.gbk
BGC0000430	BGC0000430.1.region001.gbk	NRPS	1	True	22001	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000430/BGC0000430.1.region001.gbk
BGC0000433	BGC0000433.1.region001.gbk	NRPS	1	True	41884	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000433/BGC0000433.1.region001.gbk
BGC0000434	BGC0000434.1.region001.gbk	NRPS-like,NRPS	2	True	47105	26	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000434/BGC0000434.1.region001.gbk
BGC0000431	BGC0000431.1.region001.gbk	NRPS-like,NRPS	2	True	54895	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000431/BGC0000431.1.region001.gbk
BGC0000435	BGC0000435.1.region001.gbk	NRPS	1	True	32188	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000435/BGC0000435.1.region001.gbk
BGC0000436	BGC0000436.1.region001.gbk	NRPS,T1PKS	2	True	20735	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000436/BGC0000436.1.region001.gbk
BGC0000438	BGC0000438.1.region001.gbk	NRPS	1	True	73800	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000438/BGC0000438.1.region001.gbk
BGC0000439	BGC0000439.1.region001.gbk	NRPS	1	True	76640	30	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000439/BGC0000439.1.region001.gbk
BGC0000437	BGC0000437.1.region001.gbk	NRPS	1	True	122698	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000437/BGC0000437.1.region001.gbk
BGC0000444	BGC0000444.1.region001.gbk	NRPS	1	True	20623	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000444/BGC0000444.1.region001.gbk
BGC0000441	BGC0000441.1.region001.gbk	NRPS,T3PKS	2	True	87559	48	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000441/BGC0000441.1.region001.gbk
BGC0000443	BGC0000443.1.region001.gbk	NRPS,NRPS-like	2	True	40038	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000443/BGC0000443.1.region001.gbk
BGC0000440	BGC0000440.1.region001.gbk	NRPS,T3PKS	2	True	89092	52	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000440/BGC0000440.1.region001.gbk
BGC0000442	BGC0000442.1.region001.gbk	NRPS-like,indole	2	True	9759	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000442/BGC0000442.1.region001.gbk
BGC0000448	BGC0000448.1.region001.gbk	NRPS,NRPS-like	2	True	25954	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000448/BGC0000448.1.region001.gbk
BGC0000446	BGC0000446.1.region001.gbk	NRPS	1	True	25846	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000446/BGC0000446.1.region001.gbk
BGC0000449	BGC0000449.1.region001.gbk	NRPS	1	True	58360	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000449/BGC0000449.1.region001.gbk
BGC0000445	BGC0000445.1.region001.gbk	other,NRPS-like,NRPS	3	True	64650	38	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000445/BGC0000445.1.region001.gbk
BGC0000447	BGC0000447.1.region001.gbk	NRPS	1	True	69124	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000447/BGC0000447.1.region001.gbk
BGC0000454	BGC0000454.1.region001.gbk	NRPS	1	True	19890	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000454/BGC0000454.1.region001.gbk
BGC0000450	BGC0000450.1.region001.gbk	NRPS,NRPS-like	2	True	36746	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000450/BGC0000450.1.region001.gbk
BGC0000453	BGC0000453.1.region001.gbk	NRPS	1	True	39345	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000453/BGC0000453.1.region001.gbk
BGC0000452	BGC0000452.1.region001.gbk	NRPS	1	True	49087	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000452/BGC0000452.1.region001.gbk
BGC0000457	BGC0000457.1.region001.gbk	NRPS	1	True	11274	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000457/BGC0000457.1.region001.gbk
BGC0000460	BGC0000460.1.region001.gbk	NRPS	1	True	23711	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000460/BGC0000460.1.region001.gbk
BGC0000458	BGC0000458.1.region001.gbk	NRPS,NRPS-like	2	True	36401	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000458/BGC0000458.1.region001.gbk
BGC0000455	BGC0000455.1.region001.gbk	NRPS,NRPS-like,T3PKS	3	True	65044	34	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000455/BGC0000455.1.region001.gbk
BGC0000459	BGC0000459.1.region001.gbk	NRPS,transAT-PKS,butyrolactone	3	True	104671	36	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000459/BGC0000459.1.region001.gbk
BGC0000465	BGC0000465.1.region001.gbk	NRPS	1	True	10043	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000465/BGC0000465.1.region001.gbk
BGC0000461	BGC0000461.1.region001.gbk	NRPS	1	True	63720	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000461/BGC0000461.1.region001.gbk
BGC0000463	BGC0000463.1.region001.gbk	NRPS	1	True	43207	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000463/BGC0000463.1.region001.gbk
BGC0000464	BGC0000464.1.region001.gbk	NRPS	1	True	105987	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000464/BGC0000464.1.region001.gbk
BGC0000470	BGC0000470.1.region001.gbk	RiPP-like,bottromycin	2	True	16870	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000470/BGC0000470.1.region001.gbk
BGC0000471	BGC0000471.1.region001.gbk	cyanobactin	1	True	12970	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000471/BGC0000471.1.region001.gbk
BGC0000467	BGC0000467.1.region001.gbk	T1PKS	1	True	13629	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000467/BGC0000467.1.region001.gbk
BGC0000468	BGC0000468.1.region001.gbk	bottromycin,RiPP-like	2	True	17580	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000468/BGC0000468.1.region001.gbk
BGC0000469	BGC0000469.1.region001.gbk	RiPP-like,bottromycin	2	False	22687	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000469/BGC0000469.1.region001.gbk
BGC0000473	BGC0000473.1.region001.gbk	cyanobactin	1	True	13853	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000473/BGC0000473.1.region001.gbk
BGC0000475	BGC0000475.1.region001.gbk	cyanobactin	1	True	12693	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000475/BGC0000475.1.region001.gbk
BGC0000472	BGC0000472.1.region001.gbk	cyanobactin	1	True	13708	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000472/BGC0000472.1.region001.gbk
BGC0000474	BGC0000474.1.region001.gbk	cyanobactin	1	True	12600	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000474/BGC0000474.1.region001.gbk
BGC0000479	BGC0000479.1.region001.gbk	cyanobactin	1	True	13422	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000479/BGC0000479.1.region001.gbk
BGC0000480	BGC0000480.1.region001.gbk	cyanobactin	1	True	11821	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000480/BGC0000480.1.region001.gbk
BGC0000481	BGC0000481.1.region001.gbk	cyanobactin,RRE-containing	2	True	12515	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000481/BGC0000481.1.region001.gbk
BGC0000477	BGC0000477.1.region001.gbk	cyanobactin	1	True	11073	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000477/BGC0000477.1.region001.gbk
BGC0000483	BGC0000483.1.region001.gbk	cyanobactin	1	True	14400	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000483/BGC0000483.1.region001.gbk
BGC0000485	BGC0000485.1.region001.gbk	RiPP-like	1	True	2200	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000485/BGC0000485.1.region001.gbk
BGC0000486	BGC0000486.1.region001.gbk	RiPP-like	1	True	6307	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000486/BGC0000486.1.region001.gbk
BGC0000484	BGC0000484.1.region001.gbk	glycocin	1	True	6789	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000484/BGC0000484.1.region001.gbk
BGC0000487	BGC0000487.1.region001.gbk	RiPP-like	1	True	9974	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000487/BGC0000487.1.region001.gbk
BGC0000489	BGC0000489.1.region001.gbk	RiPP-like	1	True	5387	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000489/BGC0000489.1.region001.gbk
BGC0000488	BGC0000488.1.region001.gbk	cyclic-lactone-autoinducer,RiPP-like	2	True	11388	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000488/BGC0000488.1.region001.gbk
BGC0000490	BGC0000490.1.region001.gbk	RiPP-like	1	True	3799	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000490/BGC0000490.1.region001.gbk
BGC0000491	BGC0000491.1.region001.gbk	RiPP-like	1	True	4100	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000491/BGC0000491.1.region001.gbk
BGC0000496	BGC0000496.1.region001.gbk	lanthipeptide-class-iii	1	True	7345	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000496/BGC0000496.1.region001.gbk
BGC0000495	BGC0000495.1.region001.gbk	lanthipeptide-class-ii	1	False	23162	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000495/BGC0000495.1.region001.gbk
BGC0000494	BGC0000494.1.region001.gbk	RiPP-like	1	True	7008	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000494/BGC0000494.1.region001.gbk
BGC0000501	BGC0000501.1.region001.gbk	lanthipeptide-class-iii	1	True	7208	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000501/BGC0000501.1.region001.gbk
BGC0000499	BGC0000499.1.region001.gbk	lanthipeptide-class-ii	1	True	4733	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000499/BGC0000499.1.region001.gbk
BGC0000500	BGC0000500.1.region001.gbk	lanthipeptide-class-ii	1	True	8863	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000500/BGC0000500.1.region001.gbk
BGC0000497	BGC0000497.1.region001.gbk	lanthipeptide-class-ii	1	True	11249	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000497/BGC0000497.1.region001.gbk
BGC0000498	BGC0000498.1.region001.gbk	lanthipeptide-class-ii	1	True	14995	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000498/BGC0000498.1.region001.gbk
BGC0000502	BGC0000502.1.region001.gbk	lanthipeptide-class-ii	1	True	15431	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000502/BGC0000502.1.region001.gbk
BGC0000506	BGC0000506.1.region001.gbk	lanthipeptide-class-i	1	True	14098	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000506/BGC0000506.1.region001.gbk
BGC0000504	BGC0000504.1.region001.gbk	lanthipeptide-class-ii	1	True	7500	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000504/BGC0000504.1.region001.gbk
BGC0000503	BGC0000503.1.region001.gbk	lanthipeptide-class-ii	1	True	15325	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000503/BGC0000503.1.region001.gbk
BGC0000507	BGC0000507.1.region001.gbk	lanthipeptide-class-i	1	True	7358	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000507/BGC0000507.1.region001.gbk
BGC0000511	BGC0000511.1.region001.gbk	lanthipeptide-class-i	1	True	14150	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000511/BGC0000511.1.region001.gbk
BGC0000508	BGC0000508.1.region001.gbk	lanthipeptide-class-i	1	True	8700	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000508/BGC0000508.1.region001.gbk
BGC0000509	BGC0000509.1.region001.gbk	lanthipeptide-class-i	1	True	15487	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000509/BGC0000509.1.region001.gbk
BGC0000513	BGC0000513.1.region001.gbk	lanthipeptide-class-iii	1	True	6203	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000513/BGC0000513.1.region001.gbk
BGC0000517	BGC0000517.1.region001.gbk	lanthipeptide-class-ii	1	True	9116	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000517/BGC0000517.1.region001.gbk
BGC0000515	BGC0000515.1.region001.gbk	lanthipeptide-class-i	1	True	12631	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000515/BGC0000515.1.region001.gbk
BGC0000514	BGC0000514.1.region001.gbk	lanthipeptide-class-i	1	True	12705	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000514/BGC0000514.1.region001.gbk
BGC0000516	BGC0000516.1.region001.gbk	lanthipeptide-class-ii	1	True	10920	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000516/BGC0000516.1.region001.gbk
BGC0000518	BGC0000518.1.region001.gbk	lanthipeptide-class-iii,RiPP-like	2	True	14886	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000518/BGC0000518.1.region001.gbk
BGC0000522	BGC0000522.1.region001.gbk	RiPP-like	1	True	8248	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000522/BGC0000522.1.region001.gbk
BGC0000519	BGC0000519.1.region001.gbk	lanthipeptide-class-iii	1	True	6400	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000519/BGC0000519.1.region001.gbk
BGC0000525	BGC0000525.1.region001.gbk	lanthipeptide-class-ii	1	True	3837	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000525/BGC0000525.1.region001.gbk
BGC0000527	BGC0000527.1.region001.gbk	lanthipeptide-class-ii	1	True	12324	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000527/BGC0000527.1.region001.gbk
BGC0000528	BGC0000528.1.region001.gbk	lanthipeptide-class-ii	1	True	8183	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000528/BGC0000528.1.region001.gbk
BGC0000526	BGC0000526.1.region001.gbk	lanthipeptide-class-ii	1	True	15171	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000526/BGC0000526.1.region001.gbk
BGC0000523	BGC0000523.1.region001.gbk	lanthipeptide-class-ii	1	True	15996	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000523/BGC0000523.1.region001.gbk
BGC0000532	BGC0000532.1.region001.gbk	lanthipeptide-class-ii	1	True	3480	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000532/BGC0000532.1.region001.gbk
BGC0000531	BGC0000531.1.region001.gbk	lanthipeptide-class-i	1	True	9746	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000531/BGC0000531.1.region001.gbk
BGC0000533	BGC0000533.1.region001.gbk	lanthipeptide-class-i	1	True	10050	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000533/BGC0000533.1.region001.gbk
BGC0000530	BGC0000530.1.region001.gbk	lanthipeptide-class-i	1	True	10118	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000530/BGC0000530.1.region001.gbk
BGC0000529	BGC0000529.1.region001.gbk	lanthipeptide-class-i	1	True	21407	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000529/BGC0000529.1.region001.gbk
BGC0000537	BGC0000537.1.region001.gbk	lanthipeptide-class-i	1	True	15653	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000537/BGC0000537.1.region001.gbk
BGC0000538	BGC0000538.1.region001.gbk	lanthipeptide-class-i	1	True	7610	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000538/BGC0000538.1.region001.gbk
BGC0000534	BGC0000534.1.region001.gbk	lanthipeptide-class-ii	1	True	6359	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000534/BGC0000534.1.region001.gbk
BGC0000536	BGC0000536.1.region001.gbk	lanthipeptide-class-i	1	True	13530	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000536/BGC0000536.1.region001.gbk
BGC0000535	BGC0000535.1.region001.gbk	lanthipeptide-class-i	1	True	15016	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000535/BGC0000535.1.region001.gbk
BGC0000539	BGC0000539.1.region001.gbk	lanthipeptide-class-ii	1	True	11740	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000539/BGC0000539.1.region001.gbk
BGC0000541	BGC0000541.1.region001.gbk	lanthipeptide-class-i	1	True	9113	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000541/BGC0000541.1.region001.gbk
BGC0000543	BGC0000543.1.region001.gbk	lanthipeptide-class-i	1	True	7872	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000543/BGC0000543.1.region001.gbk
BGC0000540	BGC0000540.1.region001.gbk	lanthipeptide-class-i,cyclic-lactone-autoinducer	2	True	11692	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000540/BGC0000540.1.region001.gbk
BGC0000542	BGC0000542.1.region001.gbk	lanthipeptide-class-i	1	True	9130	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000542/BGC0000542.1.region001.gbk
BGC0000547	BGC0000547.1.region001.gbk	lanthipeptide-class-ii	1	True	20810	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000547/BGC0000547.1.region001.gbk
BGC0000545	BGC0000545.1.region001.gbk	lanthipeptide-class-ii	1	True	12802	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000545/BGC0000545.1.region001.gbk
BGC0000544	BGC0000544.1.region001.gbk	lanthipeptide-class-i	1	True	15581	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000544/BGC0000544.1.region001.gbk
BGC0000546	BGC0000546.1.region001.gbk	lanthipeptide-class-iii	1	True	7976	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000546/BGC0000546.1.region001.gbk
BGC0000549	BGC0000549.1.region001.gbk	lanthipeptide-class-i	1	True	15313	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000549/BGC0000549.1.region001.gbk
BGC0000551	BGC0000551.1.region001.gbk	lanthipeptide-class-iii	1	True	6728	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000551/BGC0000551.1.region001.gbk
BGC0000552	BGC0000552.1.region001.gbk	lanthipeptide-class-ii	1	True	11776	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000552/BGC0000552.1.region001.gbk
BGC0000553	BGC0000553.1.region001.gbk	lanthipeptide-class-iii	1	True	7440	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000553/BGC0000553.1.region001.gbk
BGC0000554	BGC0000554.1.region001.gbk	lanthipeptide-class-ii	1	True	6546	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000554/BGC0000554.1.region001.gbk
BGC0000556	BGC0000556.1.region001.gbk	lanthipeptide-class-i	1	True	12040	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000556/BGC0000556.1.region001.gbk
BGC0000557	BGC0000557.1.region001.gbk	lanthipeptide-class-ii	1	True	11650	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000557/BGC0000557.1.region001.gbk
BGC0000558	BGC0000558.1.region001.gbk	glycocin	1	True	5203	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000558/BGC0000558.1.region001.gbk
BGC0000555	BGC0000555.1.region001.gbk	lanthipeptide-class-ii	1	True	11750	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000555/BGC0000555.1.region001.gbk
BGC0000563	BGC0000563.1.region001.gbk	lanthipeptide-class-iv	1	True	5339	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000563/BGC0000563.1.region001.gbk
BGC0000560	BGC0000560.1.region001.gbk	lanthipeptide-class-i	1	True	11100	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000560/BGC0000560.1.region001.gbk
BGC0000559	BGC0000559.1.region001.gbk	lanthipeptide-class-i	1	True	14616	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000559/BGC0000559.1.region001.gbk
BGC0000561	BGC0000561.1.region001.gbk	lanthipeptide-class-ii	1	True	14631	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000561/BGC0000561.1.region001.gbk
BGC0000564	BGC0000564.1.region001.gbk	LAP	1	True	8634	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000564/BGC0000564.1.region001.gbk
BGC0000565	BGC0000565.1.region001.gbk	thiopeptide,LAP	2	True	20194	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000565/BGC0000565.1.region001.gbk
BGC0000568	BGC0000568.1.region001.gbk	LAP	1	True	5145	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000568/BGC0000568.1.region001.gbk
BGC0000567	BGC0000567.1.region001.gbk	LAP	1	True	7142	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000567/BGC0000567.1.region001.gbk
BGC0000566	BGC0000566.1.region001.gbk	LAP	1	True	8290	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000566/BGC0000566.1.region001.gbk
BGC0000571	BGC0000571.1.region001.gbk	lassopeptide	1	True	4574	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000571/BGC0000571.1.region001.gbk
BGC0000573	BGC0000573.1.region001.gbk	lassopeptide	1	True	9053	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000573/BGC0000573.1.region001.gbk
BGC0000569	BGC0000569.1.region001.gbk	LAP	1	True	9892	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000569/BGC0000569.1.region001.gbk
BGC0000572	BGC0000572.1.region001.gbk	lassopeptide	1	True	4516	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000572/BGC0000572.1.region001.gbk
BGC0000570	BGC0000570.1.region001.gbk	lassopeptide	1	True	3527	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000570/BGC0000570.1.region001.gbk
BGC0000575	BGC0000575.1.region001.gbk	lassopeptide	1	True	5596	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000575/BGC0000575.1.region001.gbk
BGC0000578	BGC0000578.1.region001.gbk	lassopeptide	1	True	5005	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000578/BGC0000578.1.region001.gbk
BGC0000574	BGC0000574.1.region001.gbk	lassopeptide	1	True	6137	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000574/BGC0000574.1.region001.gbk
